timestamp_utc,ws_40m,ws_60m,wd_58m,temp_2m,rh_2m
2021-06-15T17:00,2.64,2.84,269,16.1,79
2021-06-15T18:00,2.83,3.06,255,16.5,77
2021-06-15T19:00,3.10,3.40,251,16.3,86
2021-06-15T20:00,3.93,4.25,263,14.6,93
2021-06-15T21:00,4.96,5.39,254,12.7,94
2021-06-15T22:00,2.52,2.65,272,12.0,85
2021-06-15T23:00,2.39,2.73,307,10.0,80
2021-06-16T00:00,3.10,3.37,260,8.5,79
2021-06-16T01:00,2.57,2.75,264,8.3,78
2021-06-16T02:00,1.87,2.01,308,8.2,86
2021-06-16T03:00,2.34,2.61,329,8.0,86
2021-06-16T04:00,3.02,3.14,344,8.2,90
2021-06-16T05:00,3.69,4.02,304,8.1,95
2021-06-16T06:00,4.80,5.13,250,9.7,90
2021-06-16T07:00,3.83,4.02,265,11.5,91
2021-06-16T08:00,3.89,4.11,322,11.6,93
2021-06-16T09:00,3.12,3.21,331,12.4,89
2021-06-16T10:00,5.84,5.90,296,13.1,87
2021-06-16T11:00,4.04,4.36,293,15.4,83
2021-06-16T12:00,6.25,6.70,252,15.1,78
2021-06-16T13:00,5.23,5.79,244,15.4,78
2021-06-16T14:00,5.90,6.39,259,16.4,70
2021-06-16T15:00,8.35,8.83,238,15.9,72
2021-06-16T16:00,6.91,7.47,240,16.4,77
2021-06-16T17:00,7.18,7.53,252,17.5,72
2021-06-16T18:00,7.58,8.18,237,17.5,72
2021-06-16T19:00,7.70,8.18,250,16.6,76
2021-06-16T20:00,6.28,6.73,249,16.3,77
2021-06-16T21:00,4.61,4.89,232,16.2,79
2021-06-16T22:00,4.37,4.81,245,15.3,77
2021-06-16T23:00,3.77,4.10,238,14.2,76
2021-06-17T00:00,5.60,5.92,235,12.5,73
2021-06-17T01:00,5.04,5.31,236,12.3,81
2021-06-17T02:00,4.33,4.46,231,12.4,77
2021-06-17T03:00,4.29,4.55,236,12.0,80
2021-06-17T04:00,5.07,5.36,237,12.7,76
2021-06-17T05:00,5.09,5.30,257,11.8,80
2021-06-17T06:00,6.73,6.97,247,12.9,72
2021-06-17T07:00,9.45,9.87,245,14.0,72
2021-06-17T08:00,10.74,11.24,243,14.6,76
2021-06-17T09:00,9.43,9.97,232,14.3,77
2021-06-17T10:00,7.58,8.21,230,14.3,87
2021-06-17T11:00,6.05,6.42,228,15.1,80
2021-06-17T12:00,5.08,5.55,224,15.6,82
2021-06-17T13:00,6.02,6.39,229,14.8,92
2021-06-17T14:00,3.65,3.80,233,14.9,97
2021-06-17T15:00,2.93,3.15,218,16.5,94
2021-06-17T16:00,2.97,3.21,212,16.2,87
2021-06-17T17:00,3.30,3.61,168,15.5,82
2021-06-17T18:00,3.29,3.62,66,14.0,82
2021-06-17T19:00,3.63,3.77,46,12.2,83
2021-06-17T20:00,3.69,3.88,39,11.6,88
2021-06-17T21:00,3.18,3.38,42,11.5,90
2021-06-17T22:00,4.76,4.93,38,11.8,90
2021-06-17T23:00,6.16,6.37,41,11.4,81
2021-06-18T00:00,5.02,5.32,45,11.7,84
2021-06-18T01:00,5.52,5.80,46,11.6,88
2021-06-18T02:00,6.75,7.38,49,9.5,81
2021-06-18T03:00,5.22,5.59,44,9.3,73
2021-06-18T04:00,5.87,6.24,21,8.8,68
2021-06-18T05:00,4.10,4.35,11,10.2,69
2021-06-18T06:00,4.14,4.65,13,11.6,80
2021-06-18T07:00,6.18,6.49,8,12.9,85
2021-06-18T08:00,5.51,6.03,12,13.2,88
2021-06-18T09:00,4.55,4.90,18,13.1,87
2021-06-18T10:00,5.04,5.29,18,14.1,81
2021-06-18T11:00,5.57,6.04,16,14.0,86
2021-06-18T12:00,5.75,6.21,13,14.8,87
2021-06-18T13:00,6.10,6.79,12,15.3,94
2021-06-18T14:00,5.78,6.49,11,16.2,100
2021-06-18T15:00,7.05,7.73,6,16.7,96
2021-06-18T16:00,5.91,6.49,6,17.1,86
2021-06-18T17:00,6.72,7.40,356,15.9,88
2021-06-18T18:00,5.67,6.15,6,15.8,94
2021-06-18T19:00,5.90,6.65,10,14.4,83
2021-06-18T20:00,4.37,4.90,9,14.4,86
2021-06-18T21:00,6.59,7.43,10,14.3,83
2021-06-18T22:00,8.26,9.20,12,13.6,78
2021-06-18T23:00,8.91,9.91,8,13.2,80
2021-06-19T00:00,7.55,8.62,10,12.0,79
2021-06-19T01:00,5.93,6.50,17,11.7,79
2021-06-19T02:00,5.88,6.63,13,11.4,82
2021-06-19T03:00,6.66,7.58,19,11.7,81
2021-06-19T04:00,5.54,6.15,16,12.5,83
2021-06-19T05:00,5.73,6.21,4,13.4,79
2021-06-19T06:00,4.73,5.17,1,12.7,85
2021-06-19T07:00,4.35,5.02,357,13.3,89
2021-06-19T08:00,3.75,4.34,359,13.4,81
2021-06-19T09:00,5.32,5.98,4,15.2,76
2021-06-19T10:00,6.33,7.08,3,15.2,74
2021-06-19T11:00,5.20,5.67,8,15.2,72
2021-06-19T12:00,5.36,5.92,27,15.4,61
2021-06-19T13:00,7.42,7.86,24,14.0,54
2021-06-19T14:00,7.81,8.41,37,14.0,56
2021-06-19T15:00,7.70,8.23,47,14.8,65
2021-06-19T16:00,6.95,7.57,38,16.2,67
2021-06-19T17:00,5.90,5.99,34,14.5,62
2021-06-19T18:00,6.29,6.68,28,12.9,63
2021-06-19T19:00,5.11,5.49,26,13.3,58
2021-06-19T20:00,4.68,4.95,32,11.8,52
2021-06-19T21:00,4.57,4.89,32,11.3,62
2021-06-19T22:00,5.74,5.83,18,10.3,75
2021-06-19T23:00,5.97,6.05,19,8.3,88
2021-06-20T00:00,5.15,5.20,7,6.3,88
2021-06-20T01:00,6.35,6.40,15,7.0,97
2021-06-20T02:00,5.87,6.27,14,7.0,91
2021-06-20T03:00,4.03,4.29,27,7.1,85
2021-06-20T04:00,2.61,2.84,31,6.1,85
2021-06-20T05:00,6.16,6.61,43,6.3,84
2021-06-20T06:00,5.91,6.57,48,6.3,89
2021-06-20T07:00,9.09,9.66,27,7.4,92
2021-06-20T08:00,8.30,9.13,39,8.1,90
2021-06-20T09:00,7.79,8.58,43,9.2,90
2021-06-20T10:00,8.43,9.22,47,8.9,85
2021-06-20T11:00,7.72,8.82,184,8.6,84
2021-06-20T12:00,9.15,9.86,67,9.0,74
2021-06-20T13:00,8.87,9.85,80,9.8,75
2021-06-20T14:00,8.79,9.32,58,10.8,81
2021-06-20T15:00,8.87,9.42,46,11.2,88
2021-06-20T16:00,10.03,10.98,44,10.4,84
2021-06-20T17:00,10.66,11.50,37,10.7,87
2021-06-20T18:00,10.58,11.38,63,10.3,89
2021-06-20T19:00,10.91,11.88,44,10.0,85
2021-06-20T20:00,10.52,11.22,53,10.9,87
2021-06-20T21:00,10.93,12.35,76,9.3,82
2021-06-20T22:00,11.36,12.21,68,10.3,73
2021-06-20T23:00,12.17,13.28,213,11.5,69
2021-06-21T00:00,12.28,13.53,213,11.0,78
2021-06-21T01:00,12.57,13.51,173,9.9,74
2021-06-21T02:00,11.44,12.65,214,8.7,69
2021-06-21T03:00,10.08,10.68,168,9.8,71
2021-06-21T04:00,6.52,7.10,67,10.0,76
2021-06-21T05:00,6.19,6.72,63,10.7,72
2021-06-21T06:00,6.44,7.04,45,11.1,68
2021-06-21T07:00,6.38,6.62,46,11.4,75
2021-06-21T08:00,7.26,7.82,28,11.1,74
2021-06-21T09:00,7.63,8.24,59,11.5,70
2021-06-21T10:00,8.07,8.68,61,12.6,69
2021-06-21T11:00,7.39,7.61,63,13.1,69
2021-06-21T12:00,7.84,8.33,98,13.7,73
2021-06-21T13:00,11.54,12.11,214,15.0,75
2021-06-21T14:00,7.32,7.49,194,16.4,82
2021-06-21T15:00,5.06,5.39,205,17.6,88
2021-06-21T16:00,5.46,5.70,228,18.9,90
2021-06-21T17:00,2.47,2.62,108,18.1,97
2021-06-21T18:00,5.04,5.48,194,18.2,93
2021-06-21T19:00,6.33,6.63,185,17.0,100
2021-06-21T20:00,4.57,4.94,154,17.6,100
2021-06-21T21:00,3.89,4.49,52,16.8,100
2021-06-21T22:00,3.57,3.75,63,16.6,99
2021-06-21T23:00,2.75,3.09,103,16.4,99
2021-06-22T00:00,4.27,4.79,214,15.4,100
2021-06-22T01:00,4.53,4.99,220,15.6,87
2021-06-22T02:00,6.10,6.88,217,15.8,83
2021-06-22T03:00,4.90,5.48,203,14.8,87
2021-06-22T04:00,5.65,6.14,213,16.3,80
2021-06-22T05:00,5.06,5.72,91,17.9,89
2021-06-22T06:00,5.47,6.04,41,19.3,93
2021-06-22T07:00,5.83,6.15,59,19.0,97
2021-06-22T08:00,8.64,9.67,45,19.8,96
2021-06-22T09:00,7.67,8.33,34,20.4,91
2021-06-22T10:00,7.48,8.27,46,19.6,89
2021-06-22T11:00,9.39,9.93,34,20.6,90
2021-06-22T12:00,6.30,6.98,35,20.9,80
2021-06-22T13:00,4.93,5.52,27,21.4,82
2021-06-22T14:00,6.63,7.20,21,21.4,82
2021-06-22T15:00,7.46,8.21,21,22.9,80
2021-06-22T16:00,9.33,9.95,15,23.5,72
2021-06-22T17:00,9.74,10.44,12,22.8,70
2021-06-22T18:00,9.61,10.43,19,22.2,63
2021-06-22T19:00,9.29,10.09,28,22.4,66
2021-06-22T20:00,8.96,9.53,15,21.4,64
2021-06-22T21:00,8.98,9.94,18,21.9,61
2021-06-22T22:00,9.24,9.97,20,21.8,52
2021-06-22T23:00,9.74,10.92,12,21.7,49
2021-06-23T00:00,9.04,9.67,21,21.2,49
2021-06-23T01:00,8.40,9.03,19,20.7,52
2021-06-23T02:00,7.71,8.71,11,19.9,52
2021-06-23T03:00,7.43,8.50,9,18.9,60
2021-06-23T04:00,7.18,7.90,3,18.9,71
2021-06-23T05:00,7.52,8.40,4,19.4,63
2021-06-23T06:00,7.16,8.11,0,19.3,60
2021-06-23T07:00,6.94,7.87,10,20.1,61
2021-06-23T08:00,6.85,7.54,13,20.7,54
2021-06-23T09:00,5.79,6.69,16,21.0,60
2021-06-23T10:00,6.35,6.88,17,19.9,54
2021-06-23T11:00,6.44,6.95,18,21.0,62
2021-06-23T12:00,5.42,6.07,24,21.6,60
2021-06-23T13:00,4.05,4.40,24,22.5,67
2021-06-23T14:00,3.33,3.67,25,23.5,68
2021-06-23T15:00,3.29,3.56,30,23.0,66
2021-06-23T16:00,4.10,4.54,27,23.2,61
2021-06-23T17:00,4.33,4.76,40,22.5,59
2021-06-23T18:00,4.72,5.08,31,22.7,62
2021-06-23T19:00,5.49,5.87,33,22.3,67
2021-06-23T20:00,3.25,3.51,23,21.0,57
2021-06-23T21:00,3.89,4.22,19,19.6,61
2021-06-23T22:00,6.23,6.36,16,19.2,72
2021-06-23T23:00,5.53,5.67,20,18.4,68
2021-06-24T00:00,5.79,6.01,26,17.4,61
2021-06-24T01:00,5.91,6.20,30,16.5,71
2021-06-24T02:00,6.39,6.55,26,16.0,65
2021-06-24T03:00,5.63,6.20,32,16.7,73
2021-06-24T04:00,5.07,5.42,54,17.1,86
2021-06-24T05:00,3.61,3.87,50,16.0,85
2021-06-24T06:00,3.77,4.06,62,16.2,80
2021-06-24T07:00,3.24,3.39,69,16.1,83
2021-06-24T08:00,3.71,4.09,64,15.4,86
2021-06-24T09:00,3.14,3.41,72,16.9,78
2021-06-24T10:00,3.71,4.24,217,18.9,91
2021-06-24T11:00,2.53,2.85,164,18.0,94
2021-06-24T12:00,2.75,2.88,111,19.2,100
2021-06-24T13:00,2.30,2.63,143,20.6,96
2021-06-24T14:00,2.77,3.03,56,20.7,90
2021-06-24T15:00,1.82,1.98,46,21.6,89
2021-06-24T16:00,2.51,2.78,32,20.0,96
2021-06-24T17:00,3.44,3.76,31,19.1,97
2021-06-24T18:00,3.69,3.97,40,19.8,94
2021-06-24T19:00,3.43,3.74,41,19.1,87
2021-06-24T20:00,3.56,3.88,54,19.1,82
2021-06-24T21:00,4.34,4.77,47,18.0,82
2021-06-24T22:00,5.29,5.80,37,16.4,84
2021-06-24T23:00,4.66,5.00,34,15.7,84
2021-06-25T00:00,6.18,6.70,35,14.7,86
2021-06-25T01:00,5.12,5.80,36,13.1,86
2021-06-25T02:00,5.34,6.08,39,13.2,90
2021-06-25T03:00,6.54,7.07,48,13.0,89
2021-06-25T04:00,7.08,7.67,52,11.9,91
2021-06-25T05:00,6.12,6.57,62,12.2,85
2021-06-25T06:00,6.55,7.07,147,12.9,86
2021-06-25T07:00,7.07,7.84,219,14.1,81
2021-06-25T08:00,8.40,9.22,237,15.5,85
2021-06-25T09:00,8.29,9.50,226,16.7,79
2021-06-25T10:00,7.77,8.73,222,17.1,77
2021-06-25T11:00,7.73,8.66,225,18.6,76
2021-06-25T12:00,9.28,10.27,231,19.8,83
2021-06-25T13:00,8.82,9.69,233,19.0,90
2021-06-25T14:00,7.71,8.49,222,19.0,83
2021-06-25T15:00,8.03,8.51,220,19.8,79
2021-06-25T16:00,9.23,9.70,191,19.2,79
2021-06-25T17:00,5.22,5.60,109,19.1,86
2021-06-25T18:00,6.90,7.33,134,17.9,77
2021-06-25T19:00,4.95,5.28,50,16.7,68
2021-06-25T20:00,6.19,6.69,62,16.0,76
2021-06-25T21:00,7.18,7.90,210,15.8,81
2021-06-25T22:00,6.60,7.17,230,14.5,78
2021-06-25T23:00,6.19,6.78,232,13.8,83
2021-06-26T00:00,8.20,8.86,228,12.5,89
2021-06-26T01:00,8.88,9.70,228,12.5,83
2021-06-26T02:00,7.96,9.00,245,11.6,82
2021-06-26T03:00,7.49,8.31,227,12.6,80
2021-06-26T04:00,8.34,9.67,237,13.1,84
2021-06-26T05:00,7.13,8.19,243,12.7,84
2021-06-26T06:00,6.17,7.02,229,12.9,83
2021-06-26T07:00,5.65,6.34,230,12.3,81
2021-06-26T08:00,5.32,6.10,266,12.8,70
2021-06-26T09:00,5.34,6.09,281,14.7,66
2021-06-26T10:00,5.84,6.64,272,16.4,69
2021-06-26T11:00,6.10,6.85,250,16.4,78
2021-06-26T12:00,8.45,9.43,277,17.3,89
2021-06-26T13:00,6.51,7.30,274,16.8,84
2021-06-26T14:00,6.56,7.11,324,15.6,79
2021-06-26T15:00,6.11,6.31,325,14.3,73
2021-06-26T16:00,6.86,7.04,349,14.6,65
2021-06-26T17:00,6.21,6.75,274,15.1,66
2021-06-26T18:00,5.55,5.98,244,15.2,60
2021-06-26T19:00,6.10,6.47,238,14.1,64
2021-06-26T20:00,6.01,6.50,239,13.1,64
2021-06-26T21:00,6.84,7.32,254,11.5,70
2021-06-26T22:00,6.49,7.03,225,11.5,62
2021-06-26T23:00,7.93,8.66,237,10.5,66
2021-06-27T00:00,6.53,6.96,247,9.8,71
2021-06-27T01:00,7.44,7.93,245,9.3,68
2021-06-27T02:00,7.46,8.18,242,7.9,68
2021-06-27T03:00,7.23,7.92,257,7.6,71
2021-06-27T04:00,7.05,7.73,241,8.5,70
2021-06-27T05:00,6.15,6.91,236,8.9,74
2021-06-27T06:00,7.18,7.90,234,9.0,79
2021-06-27T07:00,9.69,10.41,234,9.4,73
2021-06-27T08:00,7.82,8.54,234,10.1,72
2021-06-27T09:00,7.86,8.15,236,10.3,76
2021-06-27T10:00,5.27,5.56,221,10.9,79
2021-06-27T11:00,4.44,4.73,215,12.3,82
2021-06-27T12:00,5.43,5.82,229,13.7,76
2021-06-27T13:00,6.00,6.57,218,13.6,79
2021-06-27T14:00,9.55,10.44,224,15.2,89
2021-06-27T15:00,10.36,11.28,231,15.6,91
2021-06-27T16:00,11.35,11.85,230,15.2,89
2021-06-27T17:00,8.35,8.99,237,15.6,81
2021-06-27T18:00,9.97,10.48,232,15.2,85
2021-06-27T19:00,10.33,11.00,238,13.1,82
2021-06-27T20:00,12.33,12.74,238,11.2,90
2021-06-27T21:00,11.05,11.83,233,11.5,85
2021-06-27T22:00,9.59,10.18,236,9.7,79
2021-06-27T23:00,7.29,7.89,243,8.7,74
2021-06-28T00:00,7.73,8.64,229,7.5,77
2021-06-28T01:00,8.63,9.38,227,6.9,75
2021-06-28T02:00,9.34,10.29,238,7.0,73
2021-06-28T03:00,9.71,10.30,238,6.7,62
2021-06-28T04:00,10.55,11.23,250,6.9,54
2021-06-28T05:00,11.89,12.78,249,6.2,61
2021-06-28T06:00,11.60,12.98,257,6.4,71
2021-06-28T07:00,8.60,9.36,254,7.0,62
2021-06-28T08:00,7.89,8.51,239,7.9,62
2021-06-28T09:00,10.43,11.23,241,8.7,57
2021-06-28T10:00,11.91,13.06,244,7.4,62
2021-06-28T11:00,10.55,11.61,256,9.4,62
2021-06-28T12:00,10.56,11.98,259,11.0,66
2021-06-28T13:00,10.27,11.35,271,11.3,63
2021-06-28T14:00,9.06,9.89,279,11.1,70
2021-06-28T15:00,8.57,9.53,293,11.2,70
2021-06-28T16:00,7.89,8.62,314,11.9,71
2021-06-28T17:00,8.30,9.21,248,11.5,65
2021-06-28T18:00,7.87,8.41,250,10.3,75
2021-06-28T19:00,8.24,9.20,250,10.4,69
2021-06-28T20:00,9.43,10.49,250,9.0,66
2021-06-28T21:00,9.43,9.93,258,7.8,64
2021-06-28T22:00,8.19,8.86,249,7.6,63
2021-06-28T23:00,10.37,11.09,250,7.1,74
2021-06-29T00:00,11.46,12.15,249,6.6,70
2021-06-29T01:00,9.07,9.80,250,7.0,62
2021-06-29T02:00,7.99,8.62,252,6.7,63
2021-06-29T03:00,8.51,9.58,241,6.1,68
2021-06-29T04:00,9.12,10.09,244,6.4,67
2021-06-29T05:00,7.80,8.75,224,7.1,59
2021-06-29T06:00,7.87,8.70,219,7.6,61
2021-06-29T07:00,7.94,8.72,234,8.2,63
2021-06-29T08:00,7.90,8.79,223,9.5,57
2021-06-29T09:00,7.40,8.05,223,11.1,53
2021-06-29T10:00,8.85,9.86,221,12.4,62
2021-06-29T11:00,9.33,10.46,217,13.2,63
2021-06-29T12:00,9.24,10.05,216,14.1,69
2021-06-29T13:00,8.52,9.43,216,15.2,70
2021-06-29T14:00,8.67,9.55,115,14.2,75
2021-06-29T15:00,9.80,10.41,219,13.6,76
2021-06-29T16:00,9.95,11.09,222,12.8,85
2021-06-29T17:00,8.12,8.59,230,11.6,85
2021-06-29T18:00,8.89,10.10,238,11.3,78
2021-06-29T19:00,6.49,7.12,231,10.4,79
2021-06-29T20:00,5.65,6.41,232,9.2,83
2021-06-29T21:00,4.96,5.48,228,9.2,75
2021-06-29T22:00,5.33,5.62,244,7.9,75
2021-06-29T23:00,5.44,5.71,250,8.3,73
2021-06-30T00:00,4.88,5.14,248,7.4,85
2021-06-30T01:00,3.57,3.88,231,7.4,77
2021-06-30T02:00,5.33,5.74,229,6.8,77
2021-06-30T03:00,6.25,6.60,237,7.3,77
2021-06-30T04:00,6.48,7.09,248,7.9,81
2021-06-30T05:00,6.49,7.24,241,8.5,79
2021-06-30T06:00,6.25,6.94,245,9.3,80
2021-06-30T07:00,3.97,4.41,236,9.6,72
2021-06-30T08:00,5.33,5.90,233,9.9,72
2021-06-30T09:00,5.09,5.35,221,10.5,72
2021-06-30T10:00,4.85,5.19,238,10.8,79
2021-06-30T11:00,6.49,6.86,253,11.2,73
2021-06-30T12:00,4.50,4.86,253,13.4,77
2021-06-30T13:00,5.10,5.56,247,13.6,75
2021-06-30T14:00,6.43,6.75,240,14.3,70
2021-06-30T15:00,6.22,6.40,237,14.2,78
2021-06-30T16:00,6.79,7.28,244,14.9,65
2021-06-30T17:00,9.67,10.76,251,15.1,66
2021-06-30T18:00,12.22,13.20,255,15.1,67
2021-06-30T19:00,11.82,12.16,248,15.2,71
2021-06-30T20:00,10.56,10.99,253,15.0,77
2021-06-30T21:00,10.34,10.89,254,15.3,75
2021-06-30T22:00,11.27,12.64,243,15.1,80
2021-06-30T23:00,9.33,10.04,245,14.0,76
2021-07-01T00:00,10.97,11.25,269,14.5,78
2021-07-01T01:00,11.47,12.08,266,14.9,79
2021-07-01T02:00,10.72,11.10,268,14.4,75
2021-07-01T03:00,7.62,8.23,257,14.7,75
2021-07-01T04:00,7.95,8.60,256,14.0,78
2021-07-01T05:00,6.95,7.19,262,15.1,80
2021-07-01T06:00,6.94,7.25,250,15.8,87
2021-07-01T07:00,4.31,4.51,293,17.6,90
2021-07-01T08:00,4.97,5.39,330,17.9,78
2021-07-01T09:00,6.04,6.54,260,19.7,82
2021-07-01T10:00,4.91,5.42,245,20.5,76
2021-07-01T11:00,6.10,6.42,240,20.3,82
2021-07-01T12:00,6.36,6.97,242,20.5,80
2021-07-01T13:00,6.24,7.17,244,20.7,83
2021-07-01T14:00,5.43,5.83,250,20.6,90
2021-07-01T15:00,5.66,6.18,247,21.6,95
2021-07-01T16:00,6.49,7.36,250,22.8,93
2021-07-01T17:00,7.78,8.82,264,23.3,100
2021-07-01T18:00,6.01,6.95,275,23.5,91
2021-07-01T19:00,6.39,7.13,271,22.5,94
2021-07-01T20:00,7.27,7.96,321,21.9,95
2021-07-01T21:00,5.65,6.45,331,20.3,100
2021-07-01T22:00,6.53,7.16,326,18.9,100
2021-07-01T23:00,5.64,6.30,305,18.2,100
2021-07-02T00:00,4.48,4.71,328,16.5,100
2021-07-02T01:00,5.66,5.92,285,16.2,100
2021-07-02T02:00,6.09,6.37,295,16.1,95
2021-07-02T03:00,5.36,5.76,281,14.5,94
2021-07-02T04:00,3.66,3.82,322,15.1,88
2021-07-02T05:00,3.38,3.49,327,15.2,85
2021-07-02T06:00,3.09,3.36,319,16.3,89
2021-07-02T07:00,3.72,4.11,280,16.2,85
2021-07-02T08:00,5.18,5.66,266,15.9,82
2021-07-02T09:00,4.58,5.13,318,16.0,78
2021-07-02T10:00,6.41,7.12,281,16.6,77
2021-07-02T11:00,8.99,9.84,277,16.5,71
2021-07-02T12:00,9.30,10.19,266,16.2,63
2021-07-02T13:00,8.96,9.99,263,18.2,73
2021-07-02T14:00,8.60,9.18,314,18.1,77
2021-07-02T15:00,9.39,10.53,261,17.9,84
2021-07-02T16:00,8.50,9.45,261,18.8,82
2021-07-02T17:00,10.42,11.41,245,17.6,80
2021-07-02T18:00,10.37,11.13,242,17.6,82
2021-07-02T19:00,10.51,11.37,248,17.8,82
2021-07-02T20:00,10.62,11.59,237,16.2,85
2021-07-02T21:00,11.70,12.89,228,13.8,80
2021-07-02T22:00,9.70,10.38,231,12.8,82
2021-07-02T23:00,9.17,10.05,235,12.0,92
2021-07-03T00:00,8.01,9.08,230,11.9,90
2021-07-03T01:00,9.19,9.86,224,11.7,87
2021-07-03T02:00,7.15,7.61,206,10.6,84
2021-07-03T03:00,5.73,6.14,71,10.5,72
2021-07-03T04:00,4.65,4.90,63,10.8,77
2021-07-03T05:00,5.40,5.32,32,10.8,74
2021-07-03T06:00,5.37,5.57,32,11.1,75
2021-07-03T07:00,4.70,4.87,33,11.6,83
2021-07-03T08:00,6.00,6.44,44,13.9,87
2021-07-03T09:00,3.53,3.85,38,14.6,92
2021-07-03T10:00,3.22,3.41,36,14.6,100
2021-07-03T11:00,5.15,5.39,37,15.9,100
2021-07-03T12:00,6.77,7.12,30,15.1,100
2021-07-03T13:00,7.22,7.62,27,15.8,100
2021-07-03T14:00,7.09,7.60,17,15.5,97
2021-07-03T15:00,7.96,8.76,24,17.3,99
2021-07-03T16:00,7.74,8.55,26,18.0,97
2021-07-03T17:00,8.08,8.62,26,17.6,100
2021-07-03T18:00,6.19,7.05,21,16.7,98
2021-07-03T19:00,6.54,7.08,24,16.4,100
2021-07-03T20:00,8.81,9.42,21,15.6,100
2021-07-03T21:00,8.45,8.82,30,15.3,100
2021-07-03T22:00,9.11,9.79,37,13.8,100
2021-07-03T23:00,9.43,10.19,54,12.7,91
2021-07-04T00:00,8.74,9.08,49,13.5,94
2021-07-04T01:00,10.54,11.44,39,13.1,88
2021-07-04T02:00,9.40,9.85,29,12.9,79
2021-07-04T03:00,10.03,10.89,37,12.6,75
2021-07-04T04:00,10.55,11.44,35,13.8,79
2021-07-04T05:00,12.46,13.23,39,14.4,84
2021-07-04T06:00,12.89,13.53,39,15.9,82
2021-07-04T07:00,12.53,13.37,40,17.9,89
2021-07-04T08:00,11.16,12.37,35,19.5,89
2021-07-04T09:00,11.85,12.90,15,21.0,93
2021-07-04T10:00,12.51,13.44,16,21.1,90
2021-07-04T11:00,12.65,13.75,28,21.6,92
2021-07-04T12:00,12.58,13.82,20,22.9,95
2021-07-04T13:00,11.62,12.57,29,22.3,82
2021-07-04T14:00,11.76,12.96,15,22.4,83
2021-07-04T15:00,10.71,11.58,15,22.7,87
2021-07-04T16:00,10.28,11.18,1,20.4,83
2021-07-04T17:00,11.48,12.22,6,19.8,78
2021-07-04T18:00,10.41,10.91,8,18.3,77
2021-07-04T19:00,9.54,10.32,8,17.0,72
2021-07-04T20:00,9.28,10.00,15,15.4,68
2021-07-04T21:00,8.74,9.49,13,15.3,69
2021-07-04T22:00,7.61,8.26,18,14.2,64
2021-07-04T23:00,7.76,8.78,22,13.5,51
2021-07-05T00:00,6.46,7.02,19,12.5,56
2021-07-05T01:00,6.24,7.01,22,11.6,67
2021-07-05T02:00,5.70,6.29,25,11.8,59
2021-07-05T03:00,4.85,5.26,21,11.8,59
2021-07-05T04:00,3.27,3.61,18,12.0,63
2021-07-05T05:00,3.91,4.27,18,12.0,60
2021-07-05T06:00,2.68,2.88,15,12.5,67
2021-07-05T07:00,1.75,1.89,26,13.1,74
2021-07-05T08:00,1.68,1.77,30,14.2,73
2021-07-05T09:00,1.81,1.90,40,15.4,74
2021-07-05T10:00,2.73,2.90,69,16.8,80
2021-07-05T11:00,1.66,1.77,97,18.1,77
2021-07-05T12:00,1.87,2.21,174,18.4,80
2021-07-05T13:00,2.00,2.10,187,19.5,76
2021-07-05T14:00,1.91,2.10,79,19.3,76
2021-07-05T15:00,3.09,3.17,187,16.9,74
2021-07-05T16:00,2.59,2.76,224,15.7,72
2021-07-05T17:00,2.68,2.79,179,15.7,74
2021-07-05T18:00,0.84,1.08,50,15.4,71
2021-07-05T19:00,2.28,2.51,87,14.4,70
2021-07-05T20:00,3.59,3.96,58,14.5,73
2021-07-05T21:00,4.03,4.38,62,14.1,80
2021-07-05T22:00,5.89,6.40,97,12.5,78
2021-07-05T23:00,4.98,5.42,47,11.1,77
2021-07-06T00:00,4.99,5.37,34,10.7,77
2021-07-06T01:00,4.04,4.19,40,11.0,78
2021-07-06T02:00,4.00,4.17,44,10.7,78
2021-07-06T03:00,2.03,2.24,49,11.3,80
2021-07-06T04:00,1.72,1.79,32,12.1,83
2021-07-06T05:00,1.85,1.91,37,11.7,86
2021-07-06T06:00,2.58,2.73,32,12.1,83
2021-07-06T07:00,1.91,2.11,44,12.6,87
2021-07-06T08:00,2.52,2.67,45,13.9,100
2021-07-06T09:00,3.33,3.67,50,14.8,100
2021-07-06T10:00,3.86,4.10,87,14.3,97
2021-07-06T11:00,5.10,5.56,174,15.3,100
2021-07-06T12:00,6.05,6.56,225,15.8,100
2021-07-06T13:00,6.20,7.03,229,16.2,97
2021-07-06T14:00,8.02,9.06,213,16.2,90
2021-07-06T15:00,8.60,9.14,225,16.4,82
2021-07-06T16:00,8.05,8.27,227,15.6,81
2021-07-06T17:00,8.85,9.70,226,15.2,71
2021-07-06T18:00,8.65,9.14,236,14.9,73
2021-07-06T19:00,10.43,11.29,240,14.5,71
2021-07-06T20:00,9.98,10.82,242,13.0,72
2021-07-06T21:00,12.85,13.89,236,10.9,69
2021-07-06T22:00,11.26,12.08,235,10.7,68
2021-07-06T23:00,9.21,9.86,236,9.4,68
2021-07-07T00:00,7.26,8.06,221,8.1,67
2021-07-07T01:00,6.52,7.34,213,7.2,66
2021-07-07T02:00,8.21,9.40,215,7.4,68
2021-07-07T03:00,10.10,11.44,216,5.8,68
2021-07-07T04:00,10.64,11.66,218,6.2,75
2021-07-07T05:00,9.41,10.36,207,5.4,75
